song_name,feature_count,hash_count,time_to_read,stft_time,local_maxima_time,hash_time,dump_time
"35_036. Fall Out Boy - Centuries (Official Video).wav",7673,94998,46,2748,802,66,7
"1_028. Capital Cities - Safe And Sound.wav",7322,64593,38,2717,584,37,4
"48_027. MAGIC! - Rude (Official Video).wav",5290,28312,38,2303,930,48,3
"82_A Lady.wav",3121,93082,16,932,226,15,9
"55_009. Taylor Swift - Shake It Off.wav",5942,46325,82,3911,796,69,4
"13_030. Maroon 5 - Animals.wav",8710,48385,71,2830,753,73,3
"8_081. The Beach Boys - I Get Around.wav",5235,149374,22,998,309,33,9
"3_100. Owl City & Carly Rae Jepsen - Good Time (Official Video).wav",5895,53641,37,2085,491,32,3
"60_057. Get Off The Phone Song.wav",4591,41421,34,2204,530,23,2
"80_077. Emeli Sandé - Hurts.wav",7662,56300,42,3105,641,60,6
"10_012. Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding.wav",6406,86021,59,2374,639,29,5
"34_The Trap.wav",16193,1026054,47,3076,740,169,69
"78_026. Katy Perry - Firework (Official Music Video).wav",5887,77955,51,2446,632,36,5
"66_Cruel_Summer.wav",6768,108412,37,1723,449,51,8
"38_082. Smoke and Mirrors.wav",12411,397924,54,3947,1037,212,41
"93_015. Lukas Graham - 7 Years [Official Music Video].wav",5444,56374,63,2490,615,39,3
"98_021. Alan Walker - Faded.wav",6670,105918,35,2082,560,32,7
"89_091. Faster Car - Anders Lystell feat. Kaliber [EPIDEMIC SOUND] (Lyrics).wav",6807,88142,36,2257,550,41,5
"20_Never Meant to Know.wav",12517,870089,35,2215,571,109,65
"50_006. Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack.wav",7384,82852,38,2397,579,68,6
"69_066. Jessie J - Bang Bang ft. Ariana Grande, Nicki Minaj.wav",5042,30698,45,2648,584,32,3
"83_004. Katy Perry - Roar.wav",6913,44183,52,2637,644,42,3
"54_016. Taylor Swift - Blank Space.wav",5827,33957,47,2750,664,29,2
"79_095. Alan Walker - Alone.wav",3634,35257,27,1322,431,14,2
"26_017. David Guetta - Titanium ft. Sia (Official Video).wav",6315,58593,39,2394,636,50,6
"33_076. Galantis - Firebird (Official Audio).wav",7514,75828,44,2377,654,49,5
"53_102. What.wav",7319,53046,34,2136,521,42,3
"81_013. Passenger  Let Her Go (Official Video).wav",6264,53852,43,2544,572,43,3
"39_051. Galantis - No Money (Official Video).wav",4893,49063,32,2002,474,32,3
"91_Greener.wav",10654,517906,47,2178,583,91,39
"76_073. Lindsey Stirling - Crystallize (Dubstep Violin Original Song).wav",11256,112921,50,3019,757,83,8
"104_024. twenty one pilots Stressed Out [OFFICIAL VIDEO].wav",5088,32350,36,2288,566,26,2
"99_080. Melanie Martinez - Carousel (Official Music Video).wav",7228,55949,40,2494,595,51,3
"45_005. OneRepublic - Counting Stars.wav",7239,55674,75,3018,692,60,3
"47_020. Warriors (ft. Imagine Dragons)  Worlds 2014 - League of Legends.wav",5473,73975,27,1349,407,37,4
"19_054. Owl City - When Can I See You Again (From Wreck it Ralph).wav",7169,52812,35,2115,577,39,3
"105_101. Yann Tiersen - Comptine d`un autre ete - l`apres-midi.wav",8439,556060,23,1123,360,38,39
"51_088. Steven Universe - We Are The Crystal Gems.wav",2713,28039,26,1195,383,6,1
"16_038. P!nk - Just Give Me A Reason ft. Nate Ruess.wav",6828,63367,41,2315,614,45,4
"70_You and Me.wav",8376,482424,27,1382,410,61,31
"87_079. twenty one pilots Heathens (from Suicide Squad The Album) [OFFICIAL VIDEO].wav",5716,51289,36,2015,488,30,3
"64_097. Nightcore - Running With the Wolves [Lyrics].wav",5365,66560,30,1476,414,26,4
"44_Sacred Beast.wav",7720,465474,24,1069,316,44,30
"63_087. Anaconda - Nicki Minaj  The Fitness Marshall  Dance Workout.wav",4754,30977,31,1694,485,25,2
"32_086. Olly Murs - Grow Up (Official Video).wav",6201,67200,41,2475,636,35,5
"62_061. LEFT SCREEN ONLY Spot the Differences.wav",6007,47241,41,2454,676,31,3
"22_094. Harry Potter Puppet Pals - The Mysterious Ticking Noise (Video With Lyrics).wav",4930,153100,22,1020,312,30,10
"68_055. Madness - Our House (Official 4K Video).wav",5142,60688,40,2145,558,30,4
"30_Cannibal.wav",10553,638814,37,2057,517,84,46
"49_050. Carly Rae Jepsen - I Really Like You.wav",4906,36313,37,1986,518,27,2
"61_045. The Black Eyed Peas - I Gotta Feeling (Official Music Video).wav",10274,141630,48,2722,704,78,9
"57_Numb.wav",8162,389723,30,1595,516,63,30
"86_019. Naughty Boy - La la la ft. Sam Smith (Official Video).wav",8258,92063,43,2442,625,62,6
"100_059. Nilla Wafer Top Hat Time  Song - Rhett & Link.wav",4904,66749,30,1511,436,32,4
"90_064. Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video).wav",6041,43945,37,2150,533,44,2
"23_048. Pharrell Williams - Happy (Official Music Video).wav",5020,46099,37,3734,845,50,5
"24_047. Girls Talk Boys (from the Ghostbusters Original Motion Picture Soundtrack).wav",5423,47082,71,2530,619,30,3
"74_029. David Guetta - Hey Mama (Official Video) ft Nicki Minaj, Bebe Rexha & Afrojack.wav",3904,29327,34,1971,539,16,2
"58_039. OMFG - Hello.wav",4761,31140,37,2219,523,15,2
"36_072. Jessie J - Price Tag ft. B.o.B.wav",6365,52429,39,2318,685,63,5
"43_098. Nightcore~ The Wolf.wav",5085,56208,63,4007,607,28,3
"41_The Bidding.wav",8500,475038,25,1254,426,63,36
"25_035. Alan Walker - Sing Me To Sleep.wav",4404,38197,34,1654,469,22,3
"96_089. American Boy by Estelle and Kanye West.wav",8605,225053,60,2670,614,71,16
"52_007. Katy Perry - Dark Horse ft. Juicy J.wav",11686,56926,38,2191,557,77,3
"103_037. Calvin Harris, Rihanna - This Is What You Came For (Official Video) ft. Rihanna.wav",7057,119126,40,2329,598,43,9
